State,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,prcp,tmax
ME,2017.0,322.90909090909093,293.0,28.545454545454547,1.1818181818181819,0.18181818181818182,0.0,0.0,123.27272727272727,48.72727272727273,33.81818181818182,0.0,10.727272727272727,213.27272727272728,0.09090909090909091,97.54545454545455,1.2727272727272727,33.18196256381169,123.4448094044429
MI,2017.0,307.64285714285717,260.17857142857144,45.642857142857146,1.7857142857142858,0.03571428571428571,0.0,0.0,105.64285714285714,55.142857142857146,35.392857142857146,0.0,0.5,206.64285714285714,15.75,83.78571428571429,0.9642857142857143,29.48139827010731,133.4759044266347
MN,2017.0,335.2,295.35,39.8,0.05,0.0,0.0,0.0,86.2,49.25,31.4,0.05,5.8,155.55,0.6,156.85,16.35,27.2897980830175,115.5011915471174
MO,2017.0,311.9583333333333,261.7916666666667,49.291666666666664,0.8333333333333334,0.041666666666666664,0.0,0.0,96.0,52.75,35.75,0.0,4.458333333333333,171.45833333333334,50.958333333333336,70.08333333333333,15.0,31.952507610790995,198.64035275253875
MS,2017.0,295.3636363636364,259.6363636363636,35.54545454545455,0.18181818181818182,0.0,0.0,0.0,78.0909090909091,50.09090909090909,35.81818181818182,0.0,7.363636363636363,171.45454545454547,0.2727272727272727,116.27272727272727,0.0,48.13421159302797,247.4730329121473
MT,2017.0,293.94736842105266,220.6315789473684,60.473684210526315,6.7894736842105265,3.736842105263158,1.3157894736842106,0.8421052631578947,168.73684210526315,64.10526315789474,30.42105263157895,0.10526315789473684,1.0526315789473684,99.21052631578948,2.3157894736842106,177.47368421052633,13.789473684210526,15.226007176850839,124.86309290934415
NC,2017.0,322.10526315789474,275.3421052631579,45.28947368421053,1.3421052631578947,0.13157894736842105,0.0,0.0,89.89473684210526,53.026315789473685,36.55263157894737,0.0,0.5,191.18421052631578,32.10526315789474,93.15789473684211,5.157894736842105,39.99295905945318,220.50860735563703
ND,2017.0,358.27272727272725,322.72727272727275,33.72727272727273,1.2727272727272727,0.5454545454545454,0.0,0.0,142.36363636363637,48.81818181818182,33.27272727272727,0.0,1.0909090909090908,247.0909090909091,10.545454545454545,65.36363636363636,34.18181818181818,11.861349669082887,119.74475081452879
NE,2017.0,238.33333333333334,202.66666666666666,35.111111111111114,0.5555555555555556,0.0,0.0,0.0,91.55555555555556,48.111111111111114,28.333333333333332,0.0,0.0,76.0,12.333333333333334,107.55555555555556,42.44444444444444,30.35514410347258,176.49389208739296
NH,2017.0,354.7142857142857,323.85714285714283,30.0,0.7142857142857143,0.14285714285714285,0.0,0.0,104.85714285714286,50.142857142857146,36.0,0.0,0.0,305.14285714285717,0.2857142857142857,49.285714285714285,0.0,36.44035412513054,132.8404260901506
NJ,2017.0,349.3125,278.4375,67.375,3.5,0.0,0.0,0.0,115.625,57.6875,38.4375,0.0,26.25,200.75,0.0,122.3125,0.0,34.1222043048447,178.95106904419842
NM,2017.0,264.3125,189.1875,70.8125,3.875,0.25,0.0,0.125,122.0,52.5625,31.0625,0.0,0.75,184.375,0.0,46.9375,32.25,11.824552641698839,207.02052438011626
NV,2017.0,357.6666666666667,275.6666666666667,76.44444444444444,5.0,0.5555555555555556,0.0,0.0,144.11111111111111,59.22222222222222,37.44444444444444,0.0,6.0,208.66666666666666,0.0,61.44444444444444,81.55555555555556,12.332221806996866,171.06392838003973
NY,2017.0,352.3225806451613,317.4193548387097,32.70967741935484,2.096774193548387,0.0967741935483871,0.0,0.0,99.2258064516129,49.096774193548384,31.64516129032258,0.03225806451612903,9.129032258064516,232.70967741935485,33.096774193548384,77.29032258064517,0.06451612903225806,34.648891468662065,143.70206164931946
OH,2017.0,328.0243902439024,271.7317073170732,54.707317073170735,1.5609756097560976,0.024390243902439025,0.0,0.0,105.07317073170732,52.78048780487805,35.4390243902439,0.4878048780487805,7.829268292682927,180.26829268292684,29.5609756097561,102.0,7.878048780487805,34.39639170250532,173.61205716475936
OK,2017.0,310.7857142857143,258.5,51.285714285714285,0.9642857142857143,0.03571428571428571,0.0,0.0,93.64285714285714,51.75,35.42857142857143,0.0,6.071428571428571,199.78571428571428,19.785714285714285,65.64285714285714,19.5,29.72230937659919,232.5764666064982
OR,2017.0,342.17391304347825,265.7391304347826,62.95652173913044,7.434782608695652,4.739130434782608,0.9565217391304348,0.34782608695652173,215.1304347826087,69.69565217391305,28.782608695652176,0.0,2.3043478260869565,54.04347826086956,0.0,285.5652173913044,0.2608695652173913,37.99810076446616,147.5372562759205
PA,2017.0,361.8421052631579,269.5263157894737,89.76315789473684,2.3947368421052633,0.15789473684210525,0.0,0.0,108.89473684210526,59.0,40.68421052631579,0.0,1.631578947368421,211.3684210526316,11.131578947368421,136.31578947368422,1.394736842105263,33.372795135753414,163.2054893174362
RI,2017.0,358.6666666666667,318.6666666666667,35.333333333333336,4.333333333333333,0.3333333333333333,0.0,0.0,144.66666666666666,50.666666666666664,34.333333333333336,0.0,8.333333333333334,204.0,0.0,146.33333333333334,0.0,35.78709530669497,159.33066533266634
SC,2017.0,305.6842105263158,270.36842105263156,35.0,0.3157894736842105,0.0,0.0,0.0,84.15789473684211,49.31578947368421,35.63157894736842,0.0,0.5789473684210527,201.6315789473684,0.631578947368421,84.63157894736842,18.210526315789473,39.640016959102475,242.64909416308205
SD,2017.0,339.4,304.9,33.5,0.8,0.2,0.0,0.0,107.9,47.7,31.6,0.0,3.0,185.9,0.0,122.3,28.2,18.257443572541593,150.0533500769667
TN,2017.0,309.7391304347826,261.1304347826087,47.43478260869565,1.0869565217391304,0.08695652173913043,0.0,0.0,94.34782608695652,54.30434782608695,36.869565217391305,0.0,1.2173913043478262,152.34782608695653,12.565217391304348,140.69565217391303,2.9130434782608696,43.67343113390521,213.93914251609493
TX,2017.0,331.6530612244898,273.55102040816325,52.775510204081634,4.6938775510204085,0.6326530612244898,0.0,0.0,114.40816326530613,56.0,32.83673469387755,0.02040816326530612,3.204081632653061,179.51020408163265,43.326530612244895,105.44897959183673,0.14285714285714285,30.000053587875744,266.2122386523851
UT,2017.0,317.14285714285717,203.78571428571428,101.07142857142857,10.714285714285714,1.4285714285714286,0.14285714285714285,0.0,127.07142857142857,68.92857142857143,40.57142857142857,0.0,10.428571428571429,252.78571428571428,0.0,52.714285714285715,1.2142857142857142,14.143049557446444,156.1179490110895
VA,2017.0,267.42857142857144,243.25714285714287,21.914285714285715,1.457142857142857,0.8,0.0,0.0,79.45714285714286,45.0,29.742857142857144,0.6,27.142857142857142,148.4,25.285714285714285,57.2,8.8,32.603067180992696,201.543916772554
VT,2017.0,285.5,259.75,25.5,0.25,0.0,0.0,0.0,72.5,42.5,29.0,0.5,2.25,203.25,0.0,79.25,0.25,35.71274863169136,124.99977598566308
WA,2017.0,344.1666666666667,280.56666666666666,53.3,6.0,3.7666666666666666,0.5333333333333333,0.0,178.86666666666667,60.13333333333333,26.8,0.0,3.533333333333333,44.36666666666667,6.233333333333333,284.8333333333333,5.2,36.11109722569358,131.59894173531356
WI,2017.0,311.14285714285717,272.2142857142857,36.607142857142854,2.3214285714285716,0.0,0.0,0.0,100.67857142857143,53.964285714285715,35.67857142857143,0.0,0.5,219.85714285714286,14.964285714285714,75.78571428571429,0.03571428571428571,29.242565493131345,130.0324946762363
WV,2017.0,304.5,269.75,33.625,0.875,0.25,0.0,0.0,90.25,50.625,31.625,0.0,0.0,153.5,62.8125,78.375,9.8125,34.866198451287595,181.4553867453638
WY,2017.0,331.52941176470586,258.70588235294116,70.23529411764706,1.8823529411764706,0.5294117647058824,0.11764705882352941,0.0,169.41176470588235,59.470588235294116,38.470588235294116,0.0,2.6470588235294117,259.4117647058824,7.9411764705882355,18.823529411764707,42.705882352941174,15.658747315132638,122.50401122902122
