,State,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,prcp,tmax
20,ME,2014.0,306.0,278.8181818181818,26.54545454545455,0.5454545454545454,0.09090909090909093,0.0,0.0,96.8181818181818,48.90909090909091,33.90909090909091,0.09090909090909093,5.636363636363638,229.0,5.636363636363638,62.09090909090909,3.5454545454545454,38.899758916271246,52.85414462777295
21,MI,2014.0,282.2857142857143,220.92857142857144,58.60714285714285,2.7142857142857144,0.03571428571428571,0.0,0.0,111.21428571428572,61.64285714285714,37.464285714285715,0.0,0.42857142857142855,157.21428571428572,12.214285714285715,111.39285714285714,1.0357142857142858,27.945830379463448,51.78979147571035
22,MN,2014.0,313.04761904761904,268.95238095238096,43.80952380952381,0.2857142857142857,0.0,0.0,0.0,92.85714285714286,52.33333333333334,31.761904761904763,0.0,8.380952380952381,127.14285714285714,0.42857142857142855,168.9047619047619,8.19047619047619,27.454661248730172,49.056576722817766
23,MO,2014.0,293.59090909090907,218.0,71.36363636363636,4.227272727272728,0.0,0.0,0.0,109.1818181818182,62.54545454545455,39.09090909090909,0.0,3.4090909090909087,151.72727272727272,22.13636363636364,103.86363636363636,12.454545454545455,30.10474149191979,63.53276646706586
24,MS,2014.0,307.6,251.4,54.5,1.6,0.1,0.0,0.0,102.9,53.5,38.3,0.0,9.8,182.1,3.2,112.5,0.0,44.407131688875396,73.84707888007344
25,MT,2014.0,307.0,259.10526315789474,45.26315789473684,2.473684210526316,0.15789473684210525,0.0,0.0,114.73684210526315,49.89473684210525,27.26315789473684,0.0,0.9473684210526316,105.26315789473685,9.631578947368421,164.0,27.157894736842106,17.521799295412933,53.31151086809572
26,NC,2014.0,292.3404255319149,233.9787234042553,58.06382978723404,0.2978723404255319,0.0,0.0,0.0,91.17021276595743,55.914893617021285,38.59574468085106,0.0,0.5531914893617021,151.4468085106383,13.702127659574465,126.59574468085108,0.0425531914893617,39.82641028021913,69.14413161407595
27,ND,2014.0,364.5555555555555,336.8888888888889,25.555555555555557,1.7777777777777777,0.2222222222222222,0.1111111111111111,0.0,124.11111111111113,49.0,35.0,0.0,3.111111111111111,287.5555555555556,8.444444444444445,55.22222222222222,10.222222222222221,16.532877813504818,50.44250275836704
28,NE,2014.0,201.3636363636364,175.0,26.0,0.3636363636363637,0.0,0.0,0.0,82.45454545454545,46.90909090909091,25.54545454545455,0.0,0.0,65.36363636363636,1.9090909090909087,94.0909090909091,40.0,22.29857340254696,61.272525220680954
29,NH,2014.0,343.2857142857143,291.7142857142857,50.42857142857143,1.1428571428571428,0.0,0.0,0.0,106.42857142857143,53.28571428571429,37.42857142857143,0.0,0.0,248.57142857142856,10.571428571428571,84.14285714285714,0.0,35.48602720887972,54.97783917118895
30,NJ,2014.0,340.1875,271.4375,65.4375,3.1875,0.125,0.0,0.0,126.25,59.9375,39.625,0.0625,39.375,209.875,1.875,88.8125,0.1875,37.59330201766982,62.21050058754407
31,NM,2014.0,286.35294117647067,229.41176470588238,55.058823529411775,1.3529411764705883,0.29411764705882354,0.17647058823529413,0.05882352941176471,111.11764705882355,49.17647058823529,33.05882352941177,0.0,3.647058823529412,200.0,3.294117647058824,65.11764705882354,14.294117647058822,10.17766670871174,67.1745525395062
32,NV,2014.0,327.8888888888889,235.55555555555557,87.33333333333331,3.7777777777777777,0.6666666666666666,0.0,0.0,213.88888888888889,65.44444444444444,41.0,0.0,1.0,176.55555555555554,0.0,81.55555555555556,68.77777777777777,8.939827377172218,64.00102060240434
33,NY,2014.0,357.10344827586215,312.3793103448276,43.79310344827587,0.8620689655172413,0.06896551724137931,0.0,0.0,103.6896551724138,51.379310344827594,35.10344827586207,0.2413793103448276,7.689655172413793,243.6551724137931,4.413793103448277,101.10344827586206,0.0,31.517309914830648,55.61506400136942
34,OH,2014.0,315.9512195121951,237.0975609756097,75.92682926829268,2.8292682926829267,0.0975609756097561,0.0,0.0,111.53658536585364,58.95121951219512,37.634146341463406,0.7804878048780488,1.5365853658536586,140.29268292682926,45.90243902439025,120.07317073170731,7.365853658536586,29.19363863384592,59.20244396240057
35,OK,2014.0,336.45454545454544,262.77272727272725,72.36363636363636,1.2727272727272727,0.045454545454545456,0.0,0.0,106.5,59.0,38.90909090909091,0.0,4.2727272727272725,233.1818181818182,4.0,78.18181818181819,16.818181818181817,21.085034635126828,71.43990232246165
36,OR,2014.0,345.5217391304348,290.17391304347825,51.95652173913044,2.782608695652174,0.6086956521739131,0.0,0.0,127.21739130434784,57.82608695652174,27.695652173913047,0.0,1.0434782608695652,55.04347826086956,0.0,289.30434782608694,0.13043478260869565,35.55315226321349,60.6050440561588
37,PA,2014.0,359.3846153846154,252.6923076923077,103.07692307692308,3.4871794871794872,0.1282051282051282,0.0,0.0,112.46153846153848,62.43589743589744,42.230769230769226,0.05128205128205128,2.1794871794871797,205.9230769230769,13.282051282051285,136.30769230769232,1.641025641025641,31.690393261984678,58.51763303715513
38,RI,2014.0,364.33333333333326,317.6666666666667,45.66666666666666,1.0,0.0,0.0,0.0,106.33333333333331,52.33333333333334,37.0,0.0,13.0,221.33333333333331,0.0,129.33333333333334,0.6666666666666666,35.032435597189696,58.98432194046307
39,SC,2014.0,293.5263157894737,244.10526315789474,49.10526315789475,0.2631578947368421,0.05263157894736842,0.0,0.0,91.10526315789473,53.21052631578947,37.73684210526316,0.05263157894736842,2.5789473684210527,154.68421052631578,10.31578947368421,105.2105263157895,20.684210526315788,37.815947974860336,73.11377417684506
40,SD,2014.0,336.1111111111111,301.22222222222223,34.55555555555556,0.3333333333333333,0.0,0.0,0.0,90.88888888888887,49.88888888888889,33.22222222222222,0.0,3.2222222222222223,198.88888888888889,0.0,76.55555555555556,57.444444444444436,19.48956355011949,55.661804459691254
41,TN,2014.0,277.2916666666667,219.95833333333331,55.16666666666666,2.1666666666666665,0.0,0.0,0.0,94.45833333333331,59.08333333333334,38.25,0.0,2.9166666666666665,155.20833333333334,14.458333333333336,89.125,15.583333333333336,40.15973219691124,67.35157654723126
42,TX,2014.0,340.02325581395354,265.6279069767442,71.93023255813954,2.3023255813953494,0.16279069767441862,0.0,0.0,110.44186046511628,58.88372093023256,37.76744186046512,0.11627906976744184,3.953488372093023,201.27906976744183,1.6744186046511629,132.0,1.0,23.157974337454682,77.29513975306716
43,UT,2014.0,333.1333333333333,251.33333333333331,76.13333333333334,5.2,0.4666666666666667,0.0,0.0,117.0,61.8,41.333333333333336,0.0,19.6,259.6666666666667,0.0,52.53333333333333,1.3333333333333333,14.280678569053796,58.36305530959314
44,VA,2014.0,260.77142857142854,230.2,30.228571428571428,0.3142857142857143,0.028571428571428567,0.0,0.0,78.85714285714286,46.34285714285714,31.885714285714286,5.171428571428573,39.142857142857146,134.68571428571428,1.7714285714285714,70.6,9.4,32.96522160242498,65.59733544468341
45,VT,2014.0,302.75,259.75,42.25,0.75,0.0,0.0,0.0,84.5,50.5,29.0,0.0,13.25,130.5,0.5,158.5,0.0,32.31207572425662,52.24356542617047
46,WA,2014.0,343.3448275862069,300.55172413793105,40.96551724137932,1.5517241379310345,0.27586206896551724,0.0,0.0,104.82758620689656,49.89655172413793,25.17241379310345,0.20689655172413796,3.1724137931034484,42.51724137931035,0.0,288.1379310344828,9.310344827586208,36.49142331368984,57.3474554713406
47,WI,2014.0,294.77777777777777,238.03703703703704,52.518518518518526,4.148148148148148,0.07407407407407407,0.0,0.0,115.14814814814815,60.518518518518526,37.185185185185176,0.0,0.6666666666666666,182.59259259259255,15.148148148148149,96.03703703703705,0.3333333333333333,27.918023904905763,51.003197250572796
48,WV,2014.0,281.0,233.66666666666663,46.93333333333333,0.4,0.0,0.0,0.0,91.53333333333332,53.53333333333333,34.93333333333333,0.13333333333333333,0.0,144.46666666666667,43.8,82.2,10.4,30.56018114489233,61.68144498186216
49,WY,2014.0,310.3157894736842,266.10526315789474,43.31578947368421,0.5789473684210527,0.3157894736842105,0.0,0.0,95.26315789473685,48.842105263157904,35.10526315789474,0.0,5.105263157894737,233.84210526315792,2.5789473684210527,28.421052631578952,40.368421052631575,15.192178174451074,53.03409528888458
